filename,style
AGA7TS018,9
AGA7VT001,2
AGA7VT002,9
AGA7VT003,9
AGA7VT004,9
AGA7VT005,9
AGA9CT001,9
AGA9JP001,9
AGA9JP002,9
AGA9JP003,6
AGA9JP004,9
AGA9JP005,9
AGA9KT001,9
AGA9KT002,9
AGA9VT001,9
AGA9VT002,6
AGA9VT003,9
AGB1CA001,9
AGB1CA002,9
AGB1CA003,9
AGB1CA004,9
AGB1CA005,9
AGB1JP001,9
AGB1JP002,9
AGB1JP003,9
AGB1JP004,5
AGB1JP005,9
AGB1KT001,9
AGB1KT002,9
AGB1KT003,9
AGB1KT004,9
AGB1OP001,9
AGB1PT001,9
AGB1PT002,9
AGB1SK001,9
AGB1TS001,9
AGB1VT001,7
AGB1VT002,9
AGB1VT003,9
AGB1VT004,9
AGB1VT005,9
AGB1VT006,9
AGB1VT007,9
AGB3BL001,9
AGB3BL002,10
AGB3BL004,9
AGB3CA001,5
AGB3CA002,2
AGB3CA003,9
AGB3CT001,9
AGB3CT002,16
AGB3CT003,9
AGB3CT004,16
AGB3DP001,9
AGB3JK002,3
AGB3JP001,9
AGB3JP002,6
AGB3JP003,20
AGB3JP004,9
AGB3JP009,20
AGB3JP010,9
AGB3JP011,6
AGB3KT001,9
AGB3KT002,9
AGB3KT003,9
AGB3KT004,9
AGB3KT005,9
AGB3KT006,9
AGB3KT007,9
AGB3KT008,9
AGB3KT009,9
AGB3KT010,9
AGB3KT011,3
AGB3KT012,9
AGB3OP001,9
AGB3OP002,20
AGB3OP003,20
AGB3PT001,3
AGB3PT002,9
AGB3PT003,8
AGB3PT004,9
AGB3PT005,9
AGB3SK001,2
AGB3SK002,9
AGB3SK003,9
AGB3ST001,9
AGB3TN001,2
AGB3TN002,9
AGB3TN003,2
AGB3TN004,20
AGB3TS001,12
AGB3TS002,2
AGB3TS003,9
AGB3TS004,9
AGB3TS005,9
AGB3TS006,9
AGB3TS007,9
AGB3TS008,5
AGB3TS009,9
AGB3TS010,9
AGB3TS011,9
AGB3TS012,2
AGB3TS013,9
AGB3TS014,9
AGB3TS015,9
AGB3TS016,3
AGB3TS017,9
AGB3TS018,9
AGB3TS019,9
AGB3TS020,9
AGB3TS021,3
AGB3TS022,10
AGB3TS023,9
AGB3TS024,9
AGB3TS025,9
AGB3TS026,2
AGB3TS027,5
AGB3TS028,3
AGB3TS029,9
AGB3TS030,9
AGB3TS031,9
AGB3TS032,9
AGB3VT001,9
AGB3VT002,9
AGB3WS001,9
AGB3WS002,15
AGB3WS003,9
AGB3WS004,1
AGB3WS005,9
AGB3WS006,9
AGB3WS007,9
AGB3WS008,9
AGB3WS009,9
AGB7BL001,9
AGB7BL002,22
AGB7BL003,5
AGB7BL004,20
AGB7BL005,9
AGB7BL006,22
AGB7BL007,9
AGB7BL008,3
AGB7BL009,9
AGB7BL010,9
AGB7BL011,6
AGB7BL012,9
AGB7JK001,9
AGB7JK002,9
AGB7JP002,9
AGB7JP003,9
AGB7JP004,9
AGB7JP005,9
AGB7JP006,10
AGB7KN001,9
AGB7KT013,9
AGB7KT014,9
AGB7KT016,9
AGB7KT017,9
AGB7KT018,9
AGB7KT019,9
AGB7OP002,9
AGB7OP003,2
AGB7OP004,2
AGB7ST001,9
AGB7ST002,22
AGB7ST003,9
AGB7TN001,9
AGB7TS001,9
AGB7TS002,9
AGB7TS003,6
AGB7TS004,9
AGB7TS005,9
AGB7TS006,17
AGB7TS007,9
AGB7TS008,5
AGB7TS009,9
AGB7TS010,5
AGB7TS011,5
AGB7TS012,9
AGB7TS013,3
AGB7TS014,9
AGB7TS015,3
AGB7TS016,9
AGB7TS017,9
AGB7TS019,9
AGB7TS020,9
AGB7TS021,9
AGB7WS001,9
AGB7WS002,9
AGB7WS003,9
AGB7WS004,9
AGB7WS005,9
AGB7WS006,9
AGB7WS007,9
AGB7WS008,9
AGC1BL001,9
AGC1CT001,9
AGC1JP001,11
AGC1TS001,9
AGC1TS002,9
AGC1TS003,9
AGC3BL001,5
AGC3BL002,5
AGC3BL003,5
AGC3BL004,9
AGC3BL005,9
AGC3BL006,9
AGC3BL007,12
AGC3BL008,9
AGC3BL009,9
AGC3BL010,9
AGC3BL011,9
AGC3BL012,5
AGC3BL013,9
AGC3BL014,11
AGC3BL015,15
AGC3BL016,22
AGC3BL017,2
AGC3BL018,8
AGC3BL019,9
AGC3BL020,9
AGC3BL021,5
AGC3BL022,9
AGC3BL023,9
AGC3BL024,2
AGC3BL025,5
AGC3BL026,22
AGC3BL027,14
AGC3BL028,9
AGC3BL029,9
AGC3BL030,20
AGC3BL033,9
AGC3BL034,9
AGC3BL035,20
AGC3BL036,9
AGC3BL037,9
AGC3BL038,9
AGC3BL039,2
AGC3BL040,20
AGC3BL041,9
AGC3BL042,2
AGC3BL043,22
AGC3BL044,2
AGC3BL045,22
AGC3BL046,2
AGC3BL047,2
AGC3BL048,9
AGC3BL0482,12
AGC3BL049,20
AGC3BL050,9
AGC3BL051,9
AGC3BL052,9
AGC3BL053,20
AGC3BL054,22
AGC3BL055,2
AGC3BL056,2
AGC3BL057,9
AGC3BL058,9
AGC3BL059,2
AGC3BL060,22
AGC3BL0602,9
AGC3BL0603,9
AGC3BL061,9
AGC3BL062,20
AGC3BL063,5
AGC3BL064,15
AGC3BL065,9
AGC3BL066,2
AGC3BL067,8
AGC3BL068,2
AGC3BL069,2
AGC3BL070,20
AGC3BL071,4
AGC3BL072,8
AGC3BL073,9
AGC3BL074,20
AGC3BL075,20
AGC3BL076,9
AGC3BL077,6
AGC3BL078,2
AGC3CA001,2
AGC3CA002,9
AGC3CA003,9
AGC3CA004,9
AGC3CA005,5
AGC3CA006,22
AGC3CA007,22
AGC3CA008,20
AGC3CA009,9
AGC3CA010,9
AGC3CA011,15
AGC3CA012,5
AGC3CA013,9
AGC3CA014,9
AGC3CA015,9
AGC3CA016,9
AGC3CA017,9
AGC3CA018,1
AGC3CT001,9
AGC3CT002,9
AGC3CT003,9
AGC3CT004,6
AGC3CT005,9
AGC3CT006,9
AGC3CT007,10
AGC3CT010,14
AGC3CT011,16
AGC3CT012,9
AGC3CT013,6
AGC3CT014,9
AGC3CT015,20
AGC3CT016,9
AGC3CT017,9
AGC3CT018,9
AGC3CT019,22
AGC3CT020,4
AGC3CT021,9
AGC3CT022,9
AGC3CT023,9
AGC3CT024,6
AGC3CT025,5
AGC3CT026,9
AGC3CT027,9
AGC3CT028,9
AGC3CT029,6
AGC3DP001,9
AGC3DP002,9
AGC3DP003,9
AGC3DP004,9
AGC3DP005,9
AGC3DP006,10
AGC3DP007,9
AGC3DP008,9
AGC3DP009,9
AGC3DP010,9
AGC3DP011,9
AGC3DP012,9
AGC3DP013,9
AGC3DP014,9
AGC3DP015,9
AGC3DP016,9
AGC3DP017,9
AGC3DP018,9
AGC3DP019,9
AGC3DP020,9
AGC3JK001,5
AGC3JK002,22
AGC3JK003,21
AGC3JK004,9
AGC3JK005,5
AGC3JK006,10
AGC3JK007,1
AGC3JK008,16
AGC3JK009,6
AGC3JK010,16
AGC3JK011,16
AGC3JK012,9
AGC3JK013,16
AGC3JK014,16
AGC3JK015,9
AGC3JK016,16
AGC3JK017,9
AGC3JK018,9
AGC3JK019,4
AGC3JK020,8
AGC3JK021,12
AGC3JK022,9
AGC3JK023,16
AGC3JK024,5
AGC3JK025,9
AGC3JK026,9
AGC3JK027,9
AGC3JK028,9
AGC3JK029,22
AGC3JK030,9
AGC3JK031,5
AGC3JK032,16
AGC3JK033,5
AGC3JK034,9
AGC3JK035,9
AGC3JP001,6
AGC3JP003,17
AGC3JP004,9
AGC3JP005,9
AGC3JP006,9
AGC3JP007,9
AGC3JP008,9
AGC3JP009,9
AGC3JP010,9
AGC3JP011,9
AGC3JP012,9
AGC3JP013,2
AGC3JP014,5
AGC3JP015,5
AGC3JP016,22
AGC3JP017,5
AGC3JP018,22
AGC3JP019,22
AGC3JP020,9
AGC3JP021,20
AGC3JP022,9
AGC3JP023,9
AGC3JP024,10
AGC3JP025,22
AGC3JP026,9
AGC3JP027,15
AGC3JP028,9
AGC3JP029,5
AGC3JP030,9
AGC3JP031,10
AGC3JP032,10
AGC3JP033,6
AGC3JP034,9
AGC3JP035,9
AGC3JP036,9
AGC3JP037,9
AGC3JP038,9
AGC3JP039,2
AGC3KT001,9
AGC3KT002,9
AGC3KT003,9
AGC3KT004,9
AGC3KT005,9
AGC3KT006,9
AGC3KT007,9
AGC3KT008,9
AGC3KT009,9
AGC3KT010,2
AGC3KT011,9
AGC3KT012,9
AGC3KT013,9
AGC3KT014,9
AGC3KT015,9
AGC3KT016,9
AGC3KT017,9
AGC3KT018,9
AGC3KT019,15
AGC3KT020,9
AGC3KT021,9
AGC3KT022,9
AGC3KT023,9
AGC3KT024,3
AGC3KT025,9
AGC3KT026,9
AGC3KT028,9
AGC3KT029,9
AGC3LG001,9
AGC3LG054,9
AGC3OP001,2
AGC3OP002,2
AGC3OP003,2
AGC3OP004,2
AGC3OP005,3
AGC3OP006,20
AGC3OP007,20
AGC3OP008,9
AGC3OP009,9
AGC3OP010,9
AGC3OP011,2
AGC3OP012,9
AGC3OP013,10
AGC3OP014,9
AGC3OP015,22
AGC3OP016,9
AGC3OP021,9
AGC3OP022,9
AGC3OP023,20
AGC3OP024,9
AGC3OP025,22
AGC3OP026,2
AGC3OP027,9
AGC3OP028,22
AGC3OP030,9
AGC3OP031,9
AGC3OP033,5
AGC3OP034,9
AGC3OP035,9
AGC3OP036,3
AGC3OP037,9
AGC3OP038,9
AGC3OP039,15
AGC3OP040,2
AGC3OP041,9
AGC3OP042,5
AGC3OP043,9
AGC3OP044,9
AGC3OP045,9
AGC3OP046,7
AGC3OP047,9
AGC3OP048,6
AGC3OP049,2
AGC3OP050,20
AGC3OP051,9
AGC3OP052,2
AGC3OP054,20
AGC3OP056,9
AGC3OP057,3
AGC3OP058,9
AGC3OP059,9
AGC3OP060,9
AGC3OP061,9
AGC3OP062,9
AGC3OP063,9
AGC3OP064,22
AGC3OP065,9
AGC3OP066,9
AGC3OP067,9
AGC3OP068,2
AGC3OP069,5
AGC3OP070,9
AGC3OP071,6
AGC3OP072,22
AGC3OP073,6
AGC3OP074,22
AGC3OP075,22
AGC3OP076,20
AGC3OP077,20
AGC3OP078,2
AGC3OP079,15
AGC3OP080,20
AGC3OP081,9
AGC3PT001,9
AGC3PT002,9
AGC3PT003,3
AGC3PT004,9
AGC3PT005,5
AGC3PT006,9
AGC3PT007,9
AGC3PT008,5
AGC3PT009,9
AGC3PT010,9
AGC3PT011,9
AGC3PT012,9
AGC3PT013,9
AGC3PT014,9
AGC3PT015,9
AGC3PT016,9
AGC3PT017,9
AGC3PT018,8
AGC3PT019,9
AGC3PT021,9
AGC3PT023,9
AGC3SK001,9
AGC3SK002,22
AGC3SK003,2
AGC3SK004,2
AGC3SK005,9
AGC3SK006,20
AGC3SK007,22
AGC3SK008,17
AGC3SK009,5
AGC3SK010,2
AGC3SK011,9
AGC3SK012,9
AGC3SK013,5
AGC3SK014,9
AGC3SK015,9
AGC3SK016,8
AGC3SK017,9
AGC3SK018,5
AGC3SK019,2
AGC3SK020,9
AGC3SK021,9
AGC3SK022,9
AGC3SK023,9
AGC3SK024,9
AGC3SK025,9
AGC3SK026,9
AGC3SK027,9
AGC3SK028,20
AGC3SK029,9
AGC3SK030,3
AGC3ST001,9
AGC3ST002,9
AGC3ST003,9
AGC3ST004,9
AGC3TN001,9
AGC3TN002,9
AGC3TN003,9
AGC3TN004,9
AGC3TN005,2
AGC3TN006,9
AGC3TN007,2
AGC3TN008,5
AGC3TN009,9
AGC3TN010,2
AGC3TS001,9
AGC3TS002,9
AGC3TS003,9
AGC3TS004,9
AGC3TS005,9
AGC3TS006,9
AGC3TS007,3
AGC3TS008,9
AGC3TS009,9
AGC3TS010,9
AGC3TS011,9
AGC3TS012,9
AGC3TS013,9
AGC3TS014,9
AGC3TS015,9
AGC3TS016,9
AGC3TS017,9
AGC3TS018,9
AGC3TS019,9
AGC3TS020,7
AGC3TS021,9
AGC3TS022,9
AGC3TS023,15
AGC3TS024,9
AGC3TS025,9
AGC3TS026,9
AGC3TS027,9
AGC3TS028,9
AGC3TS030,22
AGC3TS031,5
AGC3TS032,20
AGC3TS033,5
AGC3TS034,2
AGC3TS035,9
AGC3TS036,5
AGC3TS037,9
AGC3TS038,2
AGC3TS039,9
AGC3TS040,9
AGC3TS041,9
AGC3TS042,9
AGC3TS043,9
AGC3TS044,9
AGC3TS045,9
AGC3TS046,2
AGC3TS047,9
AGC3TS048,15
AGC3TS049,9
AGC3TS050,9
AGC3TS051,7
AGC3TS052,5
AGC3TS053,9
AGC3TS0532,9
AGC3TS0533,9
AGC3TS054,9
AGC3TS055,9
AGC3TS056,9
AGC3TS057,9
AGC3TS058,20
AGC3TS059,9
AGC3TS060,9
AGC3TS061,9
AGC3TS062,6
AGC3TS063,9
AGC3TS064,1
AGC3TS065,10
AGC3TS066,9
AGC3TS067,9
AGC3TS068,9
AGC3TS069,9
AGC3TS070,9
AGC3TS071,9
AGC3TS072,2
AGC3VT001,2
AGC3VT002,5
AGC3VT003,9
AGC3VT004,9
AGC3VT005,6
AGC3VT006,6
AGC3VT007,9
AGC3VT008,22
AGC3VT009,9
AGC3VT010,5
AGC3VT011,9
AGC3VT012,15
AGC3WS001,9
AGC3WS002,9
AGC3WS003,9
AGC3WS004,9
AGC3WS005,20
AGC3WS006,5
AGC3WS008,10
AGC3WS009,9
AGC3WS010,9
AGC3WS011,9
AGC3WS012,14
AGC3WS013,9
AGC3WS014,9
AGC3WS015,9
AGC3WS016,9
AGC3WS017,9
AGC3WS018,9
AGC3WS019,9
AGC3WS020,9
AGC3WS021,9
AGC3WS022,9
AGC3WS023,14
AGC3WS024,9
AGC3WS0242,9
AGC3WS025,20
AGC3WS026,9
AGC3WS027,9
AGC3WS028,9
AGC3WS029,14
AGC3WS030,9
AGC3WS031,9
AGC3WS032,9
AGC3WS033,9
AGC3WS034,10
AGC3WS035,6
AGC3WS037,9
AGC3WS038,9
AGC3WS039,10
AGC3WS040,9
AGC5CA001,9
AGD1BL001,9
AGD1BL002,9
AGD1CT001,9
AGD1JK001,9
AGD1JP001,9
AGD1PT001,9
AGD1PT002,9
AGD1PT003,9
AGD1ST001,9
AGD3BL001,2
AGD3BL002,9
AGD3BL003,9
AGD3BL004,9
AGD3BL005,9
AGD3BL006,9
AGD3BL007,5
AGD3BL008,9
AGD3BL009,5
AGD3BL010,9
AGD3BL011,9
AGD3BL012,14
AGD3CA001,5
AGD3CA002,9
AGD3CA003,9
AGD3CT001,9
AGD3DP001,9
AGD3DP002,9
AGD3DP003,9
AGD3DP004,9
AGD3DP005,9
AGD3JK001,9
AGD3JK002,6
AGD3JK003,9
AGD3JK004,16
AGD3JK005,9
AGD3JK006,4
AGD3JK007,9
AGD3JK008,9
AGD3JK009,10
AGD3JK010,4
AGD3JK011,9
AGD3JK012,9
AGD3JK013,9
AGD3JK014,9
AGD3JK015,9
AGD3JK016,10
AGD3JK017,10
AGD3JK018,9
AGD3JK019,10
AGD3JK020,4
AGD3JK021,10
AGD3JP001,9
AGD3JP002,9
AGD3JP003,6
AGD3JP004,9
AGD3JP005,6
AGD3JP006,22
AGD3JP007,10
AGD3JP008,9
AGD3JP009,22
AGD3JP010,6
AGD3JP011,6
AGD3JP012,9
AGD3JP013,6
AGD3JP014,9
AGD3JP015,9
AGD3JP016,6
AGD3KT001,9
AGD3KT002,9
AGD3OP001,9
AGD3OP002,22
AGD3OP003,20
AGD3OP004,9
AGD3OP005,9
AGD3OP006,2
AGD3OP007,8
AGD3OP008,2
AGD3OP009,9
AGD3OP010,2
AGD3OP011,20
AGD3OP012,9
AGD3OP013,22
AGD3OP014,22
AGD3OP015,9
AGD3OP016,2
AGD3PT002,9
AGD3PT003,9
AGD3PT004,9
AGD3PT005,9
AGD3PT006,9
AGD3PT007,9
AGD3PT008,9
AGD3PT009,9
AGD3TS001,9
AGD3TS002,9
AGD3TS003,9
AGD3TS004,9
AGD3TS005,9
AGD3TS006,9
AGD3TS007,9
AGD3TS008,9
AGD3TS009,5
AGD3TS010,9
AGD3TS011,9
AGD3TS012,10
AGD3TS013,22
AGD3TS014,23
AGD3TS015,9
AGD3TS016,9
AGD3TS017,9
AGD3TS018,9
AGD3TS019,9
AGD3TS020,9
AGD3TS021,9
AGD3TS022,9
AGD3TS023,9
AGD3TS024,9
AGD3TS025,9
AGD3TS026,9
AGD3TS027,9
AGD3TS028,9
AGD3TS030,9
AGD3TS031,9
AGD3TS032,9
AGD3TS033,9
AGD3TS034,9
AGD3TS035,9
AGD3TS036,9
AGD3TS037,9
AGD3TS038,8
AGD3TS039,10
AGD3TS040,9
AGD3TS041,22
AGD3TS042,9
AGD3TS043,9
AGD3TS044,10
AGD3TS045,9
AGD3VT001,5
AGD3VT002,23
AGD3VT003,10
AGD3VT004,9
AGD3WS001,9
AGD3WS002,9
AGD3WS003,9
AGD7BL003,9
AGD7BL004,9
AGD7BL005,2
AGD7BL006,22
AGD7BL007,2
AGD7BL008,9
AGD7BL009,5
AGD7BL010,9
AGD7BL011,9
AGD7BL013,9
AGD7BL014,2
AGD7BL015,15
AGD7BL016,2
AGD7BL017,9
AGD7BL018,9
AGD7CA001,9
AGD7DP001,10
AGD7DP002,9
AGD7DP003,9
AGD7JK001,6
AGD7JP001,2
AGD7JP002,9
AGD7KN001,9
AGD7KN002,2
AGD7KT003,9
AGD7KT004,9
AGD7KT005,9
AGD7KT006,9
AGD7KT007,5
AGD7KT008,9
AGD7KT009,9
AGD7KT010,9
AGD7KT011,9
AGD7KT012,2
AGD7OP001,2
AGD7OP002,9
AGD7OP003,9
AGD7OP004,9
AGD7OP005,9
AGD7OP006,9
AGD7OP007,5
AGD7OP008,20
AGD7OP009,9
AGD7OP010,2
AGD7OP011,2
AGD7OP012,6
AGD7OP013,5
AGD7OP014,6
AGD7PT001,20
AGD7PT002,22
AGD7PT003,9
AGD7PT004,5
AGD7PT005,9
AGD7PT006,9
AGD7PT007,9
AGD7PT008,9
AGD7SK001,9
AGD7SK002,9
AGD7ST001,9
AGD7ST002,9
AGD7ST003,3
AGD7TS001,9
AGD7TS002,2
AGD7TS003,9
AGD7TS004,9
AGD7TS005,23
AGD7TS006,9
AGD7TS007,10
AGD7TS008,9
AGD7TS009,9
AGD7TS010,9
AGD7TS011,9
AGD7TS012,6
AGD7TS013,6
AGD7TS014,9
AGD7TS015,9
AGD7VT001,20
AGD7VT002,9
AGD7VT003,9
AGD7VT005,9
AGD7WS001,9
AGD7WS002,2
AGD7WS003,5
AGD7WS004,10
AGD7WS005,15
AGD7WS006,5
AGD7WS007,5
AGD7WS008,5
AGE1BL001,20
AGE1CT001,9
AGE1OP001,2
AGE1OP002,14
AGE1PT001,9
AGE1PT002,9
AGE1PT003,9
AGE1VT001,9
AGE1WS001,9
AGE3BL001,2
AGE3BL002,9
AGE3BL003,22
AGE3BL004,9
AGE3BL005,6
AGE3BL006,9
AGE3BL007,9
AGE3BL008,9
AGE3BL009,9
AGE3BL0092,9
AGE3BL010,9
AGE3BL011,9
AGE3BL012,9
AGE3BL013,5
AGE3BL014,2
AGE3BL015,17
AGE3BL016,5
AGE3BL017,9
AGE3BL018,9
AGE3BL019,9
AGE3BL020,5
AGE3BL021,9
AGE3BL022,9
AGE3BL023,9
AGE3BL024,22
AGE3BL025,2
AGE3BL026,9
AGE3BN001,2
AGE3BN002,9
AGE3BN003,5
AGE3CA001,10
AGE3CA002,9
AGE3CA003,9
AGE3CA004,17
AGE3CA005,9
AGE3CA006,9
AGE3CA007,9
AGE3CA008,9
AGE3CA009,9
AGE3CA010,9
AGE3CA011,20
AGE3CA012,9
AGE3CA013,9
AGE3CA014,3
AGE3CA015,9
AGE3CA016,9
AGE3CA017,9
AGE3CA018,20
AGE3CA019,9
AGE3CA020,9
AGE3CT001,6
AGE3CT002,9
AGE3CT003,9
AGE3CT004,9
AGE3CT005,6
AGE3CT006,9
AGE3CT007,6
AGE3CT008,9
AGE3CT009,9
AGE3DP001,10
AGE3DP002,9
AGE3DP003,9
AGE3DP004,9
AGE3DP005,9
AGE3DP006,10
AGE3DP007,9
AGE3JK001,14
AGE3JK002,12
AGE3JK003,9
AGE3JK004,9
AGE3JK005,9
AGE3JK006,5
AGE3JK007,9
AGE3JK008,6
AGE3JK009,3
AGE3JK010,9
AGE3JK011,2
AGE3JP001,9
AGE3JP002,9
AGE3JP003,9
AGE3JP004,9
AGE3JP005,10
AGE3JP006,9
AGE3JP007,9
AGE3JP008,22
AGE3JP009,6
AGE3JP010,9
AGE3JP011,9
AGE3JP012,22
AGE3JP013,22
AGE3JP014,9
AGE3JP015,20
AGE3JP016,9
AGE3JP017,12
AGE3JP018,6
AGE3JP019,9
AGE3JP020,9
AGE3JP021,6
AGE3JP022,9
AGE3JP023,9
AGE3JP024,22
AGE3KN001,9
AGE3KN002,9
AGE3KN003,9
AGE3KT001,9
AGE3KT002,9
AGE3KT003,9
AGE3KT004,22
AGE3KT005,9
AGE3KT006,9
AGE3KT007,22
AGE3KT008,9
AGE3KT009,7
AGE3KT010,9
AGE3KT011,9
AGE3KT012,9
AGE3KT013,9
AGE3KT014,9
AGE3KT015,9
AGE3KT016,9
AGE3KT017,22
AGE3LG001,9
AGE3OP001,5
AGE3OP002,20
AGE3OP003,16
AGE3OP004,5
AGE3OP005,2
AGE3OP006,9
AGE3OP007,20
AGE3OP009,9
AGE3OP010,2
AGE3OP011,2
AGE3OP012,5
AGE3OP013,9
AGE3OP014,9
AGE3OP015,9
AGE3OP016,6
AGE3OP017,22
AGE3OP018,9
AGE3OP019,2
AGE3OP020,3
AGE3OP021,9
AGE3OP022,9
AGE3OP023,9
AGE3OP024,9
AGE3OP025,2
AGE3OP026,2
AGE3OP027,22
AGE3OP028,9
AGE3OP029,3
AGE3OP030,2
AGE3OP031,9
AGE3OP032,2
AGE3OP033,5
AGE3OP034,20
AGE3OP035,6
AGE3OP036,2
AGE3OP037,9
AGE3OP038,9
AGE3OP039,9
AGE3OP040,9
AGE3OP041,2
AGE3OP042,20
AGE3OP043,9
AGE3OP044,2
AGE3OP045,9
AGE3OP046,9
AGE3OP047,9
AGE3OP048,9
AGE3OP049,9
AGE3OP050,9
AGE3PT001,5
AGE3PT002,22
AGE3PT003,9
AGE3PT004,22
AGE3PT005,22
AGE3PT006,9
AGE3PT007,9
AGE3PT008,9
AGE3PT009,9
AGE3PT010,9
AGE3PT011,6
AGE3PT012,9
AGE3PT013,9
AGE3PT014,9
AGE3PT015,6
AGE3PT016,22
AGE3PT017,9
AGE3PT018,17
AGE3SK001,9
